PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
DF2,BOMBEIROS,FOTO,IRB,2022,Feb,19,Sat,17,53,14
DF2,DECISÃO FEMINICÍDIO,PASSEIO,IRB,2022,Feb,19,Sat,16,57,26
DF2,POST SEDES,DESTAQUE,AMB,2022,Feb,19,Sat,16,22,38
GE,VERAO DORFLEX,ARTE,IRB,2022,Feb,19,Sat,11,35,54
GNEWS,CURA 1,DESTAQUE,AMB,2022,Feb,19,Sat,15,54,12
GNEWS,CURA 2,DESTAQUE,AMB,2022,Feb,19,Sat,15,57,31
GNEWS,CURA,PASSEIO,AMB,2022,Feb,19,Sat,16,0,8
GNEWS,MOVIMENTAÇÕES DE FEDERAÇÕES,ARTE,IRB,2022,Feb,19,Sat,13,44,33
GNEWS,PROUNI 01,ARTE,IRB,2022,Feb,19,Sat,11,58,12
GNEWS,PROUNI 02,ARTE,IRB,2022,Feb,19,Sat,12,0,3
JH,COVAXIN 01,DESTAQUE,IRB,2022,Feb,19,Sat,12,17,41
JH,COVAXIN 02,DESTAQUE,IRB,2022,Feb,19,Sat,12,20,10
JH,COVAXIN,PASSEIO,IRB,2022,Feb,19,Sat,12,26,4
JH,NOTA RELACOES EXTERNAS,DESTAQUE,IRB,2022,Feb,19,Sat,12,10,58
