PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
x,SOL,x,x,2022,Feb,1,Tue,23,53,21
BDDF,faixas de renda novo,x,x,2022,Feb,1,Tue,23,15,44
BDDF,faixas de renda,x,x,2022,Feb,1,Tue,22,0,37
BDDF,regras participar,x,x,2022,Feb,1,Tue,22,0,46
BDDF,Afogamentos,x,x,2022,Feb,1,Tue,0,29,36
BDDF,MARIA DA PENHA,x,x,2022,Feb,1,Tue,0,33,53
BDDF,PRECO COMBUSTIVEIS,x,x,2022,Feb,1,Tue,20,2,34
BDDF,PRECO COMBUSTIVEIS,x,x,2022,Feb,1,Tue,20,2,50
BDDF,PRECO COMBUSTIVEIS,x,x,2022,Feb,1,Tue,20,2,17
BDDF,PROVA DE VIDA,ARTE,x,2022,Feb,1,Tue,19,59,7
BDDF,QUANTOS ONIBUS NO DF,ARTE,x,2022,Feb,1,Tue,5,11,3
BDDF,RANKING DENGUE DF 01,TELA,GVB,2022,Feb,1,Tue,0,33,45
BDDF,RANKING DENGUE DF 02,TELA,GVB,2022,Feb,1,Tue,0,33,57
BDDF,REGRAS PASSE LIVRE,ARTE,x,2022,Feb,1,Tue,21,10,0
BDDF,REGRAS PASSE LIVRE,ARTE,x,2022,Feb,1,Tue,20,44,14
BDDF,SELO CARROS,x,x,2022,Feb,1,Tue,5,16,27
BDDF,SELO CARROS,x,x,2022,Feb,1,Tue,5,57,38
BDDF,SELO CARTAO MATERIAL ESCOLAR,x,x,2022,Feb,1,Tue,5,20,28
BDDF,TRANSPORTE,x,x,2022,Feb,1,Tue,18,57,17
BDDF,VACINA CONTRA COVID nova,x,x,2022,Feb,1,Tue,23,45,52
DF1,CAMARA VOLTA,DESTAQUE,KLB,2022,Feb,1,Tue,10,23,56
DF1,CAMARA VOLTA,DESTAQUE,KLB,2022,Feb,1,Tue,10,33,8
DF1,COVID,ARTE,KMB,2022,Feb,1,Tue,11,25,20
DF1,NO FIM DAS CONTAS,x,x,2022,Feb,1,Tue,9,48,10
DF1,VIOLENCIA DOMESTICA,ARTE,x,2022,Feb,1,Tue,11,35,32
DF1,VIOLENCIA DOMESTICA,ARTE,x,2022,Feb,1,Tue,11,54,16
DF1,VIOLENCIA DOMESTICA,ARTE,x,2022,Feb,1,Tue,12,6,4
DF2,BARREIRAS ELETRONICAS,DESTAQUE,x,2022,Feb,1,Tue,17,57,45
DF2,BARREIRAS ELETRONICAS,DESTAQUE,x,2022,Feb,1,Tue,18,3,12
DF2,BARREIRAS ELETRONICAS,DESTAQUE,x,2022,Feb,1,Tue,18,6,15
DF2,BARREIRAS ELETRONICAS,DESTAQUE,x,2022,Feb,1,Tue,18,11,30
DF2,COVID,DESTAQUE,x,2022,Feb,1,Tue,17,20,47
DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,1,Tue,15,35,51
DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,1,Tue,18,38,1
DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,1,Tue,16,21,27
DF2,PASSEIO,PASSEIO,PHB,2022,Feb,1,Tue,15,31,33
DF2,TAXA DE LETALIDADE,x,PHB,2022,Feb,1,Tue,18,5,8
GE,CAMPINHO,x,x,2022,Feb,1,Tue,0,15,33
GE,NOTA PUBLICA,DESTAQUE,KLB,2022,Feb,1,Tue,11,52,19
GE,TRANSFERENCIAS,ARTE,x,2022,Feb,1,Tue,11,12,38
GNEWS,TELAO,TELA,x,2022,Feb,1,Tue,20,34,36
GNEWS,corrigido,TELA,x,2022,Feb,1,Tue,20,45,31
GNEWS,CENSO ESCOLAR,ARTE,KMB,2022,Feb,1,Tue,8,25,41
GNEWS,JOGO,x,x,2022,Feb,1,Tue,20,48,18
GNEWS,RELATORIO OBSERVATORIO DO CLIMA,DESTAQUE,x,2022,Feb,1,Tue,12,53,43
GNEWS,RELATORIO OBSERVATORIO DO CLIMA,DESTAQUE,x,2022,Feb,1,Tue,13,1,7
H1,FOTO BOLSONARO,FOTO,x,2022,Feb,1,Tue,21,59,26
JH,CENSO ESCOLAR,ARTE,KMB,2022,Feb,1,Tue,11,53,14
JH,CENSO ESCOLAR,ARTE,KMB,2022,Feb,1,Tue,12,2,8
JH,COMPRA CORONAVAC,ARTE,x,2022,Feb,1,Tue,12,43,43
GE,ANO JUDICIARIO,ARTE,x,2022,Feb,1,Tue,17,30,36
