PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDBR,DOU,DESTAQUE,KMB,2022,Jan,7,Fri,8,12,31
BDBR,JUROS CONSUMIDOR,ARTE,GVB,2022,Jan,7,Fri,7,18,15
BDBR,NOTA PREFEITOS,DESTAQUE,KMB,2022,Jan,7,Fri,7,32,16
BDBR,NOTA PREFEITOS,DESTAQUE,KMB,2022,Jan,7,Fri,7,46,16
DF1,BRASILIA ILUMINADA,DESTAQUE,x,2022,Jan,7,Fri,10,33,34
DF1,FOTOS,FOTO,PHB,2022,Jan,7,Fri,17,20,2
DF1,FOTOS,FOTO,PHB,2022,Jan,7,Fri,17,21,16
DF1,RECICLAGEM,ARTE,x,2022,Jan,7,Fri,18,50,42
DF1,TAXA DE TRANSMISSAO,GRAFICO,KMB,2022,Jan,7,Fri,11,11,54
DF1,TEATRO NACIONAL,DESTAQUE,x,2022,Jan,7,Fri,10,59,28
DF1,VACINA X MORTES,ARTE,KMB,2022,Jan,7,Fri,11,2,13
DF2,CRECHE RECANTO,x,x,2022,Jan,7,Fri,17,49,57
DF2,Creche Recanto,DESTAQUE,GVB,2022,Jan,7,Fri,18,2,42
DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,7,Fri,16,45,7
DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,7,Fri,15,18,26
DF2,GRAFICO,GRAFICO,PHB,2022,Jan,7,Fri,16,50,39
DF2,GRAFICO,GRAFICO,PHB,2022,Jan,7,Fri,16,35,2
DF2,GRAFICO,GRAFICO,PHB,2022,Jan,7,Fri,18,7,1
DF2,IPHAN MINISTERIO,DESTAQUE,GVB,2022,Jan,7,Fri,16,49,2
DF2,IPHAN MINISTERIO,DESTAQUE,GVB,2022,Jan,7,Fri,16,49,13
DF2,IPHAN MINISTERIO,DESTAQUE,GVB,2022,Jan,7,Fri,16,52,59
DF2,IPHAN MINISTERIO,FOTO,GVB,2022,Jan,7,Fri,16,55,6
GE,GAMA BRASILIENSE,x,KMB,2022,Jan,7,Fri,9,23,34
GE,INSTAGRAM,DESTAQUE,KMB,2022,Jan,7,Fri,10,25,48
GE,SUPERLIGA MASCULINA,ARTE,KMB,2022,Jan,7,Fri,14,2,6
GNEWS,CERRADO MAPA,MAPA,x,2022,Jan,7,Fri,21,52,8
GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,7,Fri,16,43,53
GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,7,Fri,17,7,55
GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,7,Fri,16,52,10
GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,7,Fri,17,12,10
GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,7,Fri,17,27,55
GNEWS,DESTQUE,x,PHB,2022,Jan,7,Fri,15,3,22
GNEWS,ISOLAMENTO COVID,ARTE,GVB,2022,Jan,7,Fri,20,28,56
GNEWS,NOTA AMB,x,AMB,2022,Jan,7,Fri,17,10,43
GNEWS,OPERANTAR,MAPA,x,2022,Jan,7,Fri,5,26,48
GNEWS,OPERANTAR,MAPA,x,2022,Jan,7,Fri,5,28,31
GNEWS,OPERANTAR,MAPA,x,2022,Jan,7,Fri,5,32,54
J10,CERRADO,ARTE,x,2022,Jan,7,Fri,21,22,2
J10,CERRADO,ARTE,x,2022,Jan,7,Fri,22,43,24
JH,PEDIDO MUNICIPIOS,DESTAQUE,KMB,2022,Jan,7,Fri,11,44,37
JH,REFINANCIAMENTO,DESTAQUE,x,2022,Jan,7,Fri,11,50,21
