PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDBR,NOVAS REGRAS VOOS,ARTE,GVB,2022,Jan,3,Mon,22,23,47
BDDF,CASOSXMORTES 2020-2021,ARTE,GVB,2022,Jan,3,Mon,20,53,31
BDDF,CASOSXMORTES 2020-2021,ARTE,GVB,2022,Jan,3,Mon,23,6,59
BDDF,CICLOVIA,MAPA,GVB,2022,Jan,3,Mon,23,2,36
BDDF,CICLOVIA,MAPA,GVB,2022,Jan,3,Mon,23,4,56
BDDF,MERCADO IMOBILIARIO,ARTE,WMB,2022,Jan,3,Mon,20,50,46
BDDF,MERCADO IMOBILIARIO,ARTE,GVB,2022,Jan,3,Mon,23,24,18
BDDF,MERCADO IMOBILIARIO,ARTE,WMB,2022,Jan,3,Mon,21,9,25
BDDF,REGRAS FIES,ARTE,GVB,2022,Jan,3,Mon,20,24,8
BDDF,REGRAS ONIBUS E AVIAO,ARTE,GVB,2022,Jan,3,Mon,20,16,37
BDDF,REGRAS ONIBUS E AVIAO,ARTE,GVB,2022,Jan,3,Mon,21,51,37
DF1,ESCORPIÃO,ARTE,x,2022,Jan,3,Mon,11,36,53
DF1,ESCORPIÃO,ARTE,x,2022,Jan,3,Mon,11,35,49
DF1,PONTE MELCHIOR,MAPA,KMB,2022,Jan,3,Mon,10,56,36
DF1,PONTE MELCHIOR,MAPA,KMB,2022,Jan,3,Mon,11,48,41
DF2,POLEMICA OUTDOORS,DESTAQUE,GVB,2022,Jan,3,Mon,16,5,33
DF2,POLEMICA OUTDOORS,DESTAQUE,GVB,2022,Jan,3,Mon,16,5,50
DF2,POLEMICA OUTDOORS,DESTAQUE,GVB,2022,Jan,3,Mon,16,6,7
GE,CRUZEIRO,DESTAQUE,x,2022,Jan,3,Mon,8,24,34
GNEWS,BALANCA COMERCIAL,TELA,x,2022,Jan,3,Mon,21,45,41
GNEWS,BALANCA COMERCIAL,TELA,x,2022,Jan,3,Mon,21,59,45
GNEWS,CONEXAO,TELA,KMB,2022,Jan,3,Mon,8,15,1
GNEWS,CONEXAO,TELA,KMB,2022,Jan,3,Mon,8,21,41
GNEWS,CONEXAO,TELA,KMB,2022,Jan,3,Mon,8,31,56
GNEWS,J10,DESTAQUE,GVB,2022,Jan,3,Mon,18,42,30
GNEWS,JOGO ELEITORAL,TELA,GVB,2022,Jan,3,Mon,19,58,52
GNEWS,JOGO ELEITORAL,TELA,GVB,2022,Jan,3,Mon,21,5,32
GNEWS,O QUE VEM POR AI,ARTE,x,2022,Jan,3,Mon,9,30,27
GNEWS,O QUE VEM POR AI,ARTE,x,2022,Jan,3,Mon,9,31,5
GNEWS,O QUE VEM POR AI,ARTE,x,2022,Jan,3,Mon,9,37,59
GNEWS,O QUE VEM POR AI,ARTE,x,2022,Jan,3,Mon,9,38,47
GNEWS,POSICIONAMENTO CLIA,DESTAQUE,GVB,2022,Jan,3,Mon,16,52,7
GNEWS,RECOMENDACAO ANVISA,DESTAQUE,GVB,2022,Jan,3,Mon,21,12,43
GNEWS,TWITTER PRESIDENTE,DESTAQUE,KMB,2022,Jan,3,Mon,9,48,2
JG,NOTA MS,DESTAQUE,GVB,2022,Jan,3,Mon,23,10,50
JH,CONSIGNADO,ARTE,x,2022,Jan,3,Mon,12,8,15
