PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDDF,APREENSOES,x,x,2022,Jan,23,Sun,21,41,45
BDDF,APREENSOES,x,x,2022,Jan,23,Sun,21,2,8
BDDF,AUDIENCIA,x,x,2022,Jan,23,Sun,20,55,47
BDDF,CRIMES,GRAFICO,x,2022,Jan,23,Sun,18,17,41
BDDF,CRIMES,GRAFICO,x,2022,Jan,23,Sun,20,32,52
BDDF,CRIMES,GRAFICO,x,2022,Jan,23,Sun,19,19,35
BDDF,CRIMES,GRAFICO,x,2022,Jan,23,Sun,18,40,48
BDDF,EMPREGOS,x,x,2022,Jan,23,Sun,21,50,40
BDDF,INTOLERANCIA,x,x,2022,Jan,23,Sun,17,52,27
BDDF,MASCARAS,ARTE,x,2022,Jan,23,Sun,18,36,38
BDDF,RANCHO,ARTE,x,2022,Jan,23,Sun,19,36,4
GNEWS,RELEASE,DESTAQUE,x,2022,Jan,23,Sun,20,48,7
