PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDDF,ATENDIMENTO INSS ARTE espontaneo,ARTE,FQB,2022,Mar,6,Sun,22,32,51
BDDF,ATENDIMENTO INSS ARTE presencial,ARTE,FQB,2022,Mar,6,Sun,22,33,6
BDDF,CALCULO BENEFICIO,ARTE,FQB,2022,Mar,6,Sun,23,23,18
BDDF,CALCULO BENEFICIO,ARTE,FQB,2022,Mar,6,Sun,23,28,25
BDDF,DESCARTE MEDICAMENTO,ARTE,FQB,2022,Mar,6,Sun,23,16,0
BDDF,ESPORTE CAMPEONATO BRASILIENSE classificacao,ARTE,FQB,2022,Mar,6,Sun,21,32,57
BDDF,ESPORTE CAMPEONATO BRASILIENSE placar,ARTE,FQB,2022,Mar,6,Sun,21,32,17
BDDF,ESPORTE SELO BASQUETE,ARTE,FQB,2022,Mar,6,Sun,21,32,1
BDDF,REGRAS LAGO,x,FQB,2022,Mar,6,Sun,19,35,15
BDDF,REGRAS LAGO,x,FQB,2022,Mar,6,Sun,19,49,18
GNEWS,OPERACAO REPATRIACAO,ARTE,FQB,2022,Mar,6,Sun,18,24,15
GNEWS,OPERACAO REPATRIACAO,ARTE,FQB,2022,Mar,6,Sun,18,29,3
