PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDBR,PASSEIO DOU,PASSEIO,x,2022,Feb,9,Wed,7,57,59
BDBR,PROJETO AGROTOXICOS,ARTE,x,2022,Feb,9,Wed,23,17,28
BDDF,VOLTA,x,x,2022,Feb,9,Wed,22,54,1
BDDF,ALTA PRECO ALIMENTOS,ARTE,x,2022,Feb,9,Wed,23,18,34
BDDF,BENEFICIOS PCDF,ARTE,x,2022,Feb,9,Wed,23,41,7
BDDF,DADOS PESQUISA,x,x,2022,Feb,9,Wed,22,37,47
GE,GE,x,x,2022,Feb,9,Wed,23,37,47
BDDF,MATRICULAS E ESCOLAS,ARTE,x,2022,Feb,9,Wed,22,58,45
BDDF,MATRICULAS E ESCOLAS,ARTE,x,2022,Feb,9,Wed,20,57,48
BDDF,QUEDA PRECO ALIMENTOS,ARTE,x,2022,Feb,9,Wed,23,7,23
BDDF,ROUBO,ARTE,x,2022,Feb,9,Wed,22,11,12
DF1,CORONAVIRUS,ARTE,x,2022,Feb,9,Wed,8,56,55
DF1,FAIXAS OBRIGADOS,DESTAQUE,x,2022,Feb,9,Wed,10,2,22
DF1,MUNICIPIO BAHIANO,MAPA,x,2022,Feb,9,Wed,10,42,30
DF1,NO FIM DAS CONTAS,x,x,2022,Feb,9,Wed,10,30,15
DF1,PORTE ARMAS,ARTE,x,2022,Feb,9,Wed,9,21,31
DF1,PORTE ARMAS,DESTAQUE,x,2022,Feb,9,Wed,10,31,53
DF1,PORTE ARMAS,DISPLAY,x,2022,Feb,9,Wed,11,17,44
DF1,PORTE ARMAS,DISPLAY,x,2022,Feb,9,Wed,11,17,44
DF1,PORTE ARMAS,DISPLAY,x,2022,Feb,9,Wed,11,53,42
DF1,PRATO CHEIO,ARTE,x,2022,Feb,9,Wed,10,44,54
DF1,SUSPENDE DESPEJO,DESTAQUE,x,2022,Feb,9,Wed,10,59,48
DF1,SUSPENDE DESPEJO,DESTAQUE,x,2022,Feb,9,Wed,11,7,31
DF2,CELULAR,x,PHB,2022,Feb,9,Wed,15,31,17
DF2,CONDENA VIZINHOS,DESTAQUE,KLB,2022,Feb,9,Wed,15,30,19
DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,9,Wed,16,13,32
DF2,PANDEMIA,DESTAQUE,x,2022,Feb,9,Wed,16,41,15
DF2,PANDEMIA,DESTAQUE,x,2022,Feb,9,Wed,16,40,51
DF2,PANDEMIA,DESTAQUE,x,2022,Feb,9,Wed,17,34,26
DF2,PANDEMIA,GRAFICO,x,2022,Feb,9,Wed,17,4,14
DF2,PANDEMIA,GRAFICO,x,2022,Feb,9,Wed,18,20,55
DF2,PANDEMIA,x,x,2022,Feb,9,Wed,16,35,11
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,39,55
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,40,11
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,40,26
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,40,40
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,40,55
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,41,9
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,41,23
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,41,39
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,41,56
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,42,10
GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,42,25
GE,PALMEIRAS,ARTE,x,2022,Feb,9,Wed,10,29,35
GE,PALMEIRAS,ARTE,x,2022,Feb,9,Wed,11,49,12
GNEWS,01,x,x,2022,Feb,9,Wed,21,18,40
GNEWS,02,x,x,2022,Feb,9,Wed,21,18,45
GNEWS,03,x,x,2022,Feb,9,Wed,21,18,50
GNEWS,04,x,x,2022,Feb,9,Wed,21,18,55
GNEWS,AGROTOXICOS,x,PHB,2022,Feb,9,Wed,14,47,37
GNEWS,ARTE,ARTE,x,2022,Feb,9,Wed,20,56,29
GNEWS,ARTE,ARTE,x,2022,Feb,9,Wed,21,57,28
GNEWS,CREDITO ROTATIVO,ARTE,KLB,2022,Feb,9,Wed,14,36,58
GNEWS,CREDITO ROTATIVO,ARTE,KLB,2022,Feb,9,Wed,14,43,20
GNEWS,DIVISAO SERVICOS MOVEIS,ARTE,KLB,2022,Feb,9,Wed,18,50,51
GNEWS,DIVISAO SERVICOS MOVEIS,ARTE,KLB,2022,Feb,9,Wed,18,11,3
GNEWS,DIVISAO SERVICOS MOVEIS,GRAFICO,KLB,2022,Feb,9,Wed,19,6,32
GNEWS,FEDERACAO,ARTE,KLB,2022,Feb,9,Wed,16,25,31
GNEWS,FEDERACAO,ARTE,KLB,2022,Feb,9,Wed,16,37,59
GNEWS,FEDERACAO,ARTE,KLB,2022,Feb,9,Wed,17,56,11
GNEWS,FEDERACAO,ARTE,KLB,2022,Feb,9,Wed,16,49,59
GNEWS,JOGO ELEITORAL BY,x,x,2022,Feb,9,Wed,21,50,40
GNEWS,PASSAGEIROS GRAFICO,GRAFICO,x,2022,Feb,9,Wed,12,47,48
GNEWS,POLITICA DE AGROTOXICOS,ARTE,KLB,2022,Feb,9,Wed,15,57,28
GNEWS,POLITICA DE AGROTOXICOS,ARTE,KLB,2022,Feb,9,Wed,15,51,35
GNEWS,PRIORIDADES DO GOVERNO,ARTE,KLB,2022,Feb,9,Wed,15,5,20
GNEWS,PRIORIDADES DO GOVERNO,ARTE,KLB,2022,Feb,9,Wed,15,12,47
GNEWS,RESTRICOES OI,ARTE,x,2022,Feb,9,Wed,17,18,23
GNEWS,VALIDAÇÃO,x,x,2022,Feb,9,Wed,18,59,31
GNEWS,VALIDAÇÃO,x,x,2022,Feb,9,Wed,19,19,17
H1,AGROTOXICOS,x,x,2022,Feb,9,Wed,23,4,55
JG,ARTE,ARTE,x,2022,Feb,9,Wed,22,56,54
JH,AGROTOXICO,ARTE,KMB,2022,Feb,9,Wed,13,29,56
JH,AGROTOXICO,ARTE,KMB,2022,Feb,9,Wed,13,52,45
JH,AGROTOXICO,ARTE,KMB,2022,Feb,9,Wed,13,44,31
JH,AGROTOXICO,ARTE,KMB,2022,Feb,9,Wed,13,51,31
JH,CREDITO ROTATIVO,ARTE,x,2022,Feb,9,Wed,13,8,51
JH,CREDITO ROTATIVO,ARTE,x,2022,Feb,9,Wed,12,58,45
JH,FEDERACOES,ARTE,x,2022,Feb,9,Wed,12,19,45
