PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
JN,FEDERACOES,ARTE,x,2022,Feb,11,Fri,16,40,55
JN,FEDERACOES,ARTE,x,2022,Feb,11,Fri,18,18,0
JN,FEDERACOES,x,x,2022,Feb,11,Fri,17,58,22
JN,FEDERACOES,x,x,2022,Feb,11,Fri,18,0,5
JN,FEDERACOES,x,x,2022,Feb,11,Fri,17,59,29
JN,MILICIA DIGITAL,ARTE,x,2022,Feb,11,Fri,19,6,9
JN,MILICIA DIGITAL,ARTE,x,2022,Feb,11,Fri,19,42,40
JN,MILICIA DIGITAL,FOTO,x,2022,Feb,11,Fri,18,27,7
JN,REJEITA E ARQUIVA LAVAJATO ARTE INEGAVEL,ARTE,x,2022,Feb,11,Fri,18,56,9
JN,REJEITA E ARQUIVA LAVAJATO ARTE NAO CONSTA,ARTE,x,2022,Feb,11,Fri,18,43,45
JN,REJEITA E ARQUIVA LAVAJATO ARTE,ARTE,x,2022,Feb,11,Fri,18,46,47
JN,VT REJEITA E ARQUIVA LAVAJATO ARTE NOTA,ARTE,x,2022,Feb,11,Fri,19,29,33
JN,VT REJEITA E ARQUIVA LAVAJATO ARTE NOTA,ARTE,x,2022,Feb,11,Fri,19,56,17
