PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDDF,ACUMULADO CHUVA,ARTE,AMB,2022,Feb,18,Fri,5,22,20
BDDF,BILHETE,DESTAQUE,GVB,2022,Feb,18,Fri,0,19,42
BDDF,SELO FEVEREIRO CHUVOSO,ARTE,IRB,2022,Feb,18,Fri,5,22,1
BDDF,SELO TAPA BURACO,ARTE,IRB,2022,Feb,18,Fri,5,17,8
DF1,AREA DE RISCO,MAPA,IRB,2022,Feb,18,Fri,11,20,15
DF1,CASO FRENTISTA,DESTAQUE,x,2022,Feb,18,Fri,10,21,14
DF1,IDENTIFICADO,DESTAQUE,IRB,2022,Feb,18,Fri,11,5,5
DF1,NO FIM DAS CONTAS,ARTE,AMB,2022,Feb,18,Fri,11,10,23
DF1,NO FIM DAS CONTAS,ARTE,AMB,2022,Feb,18,Fri,11,14,3
DF1,RACIONA AGUA,DESTAQUE,x,2022,Feb,18,Fri,10,46,18
DF1,RACIONA AGUA,DESTAQUE,x,2022,Feb,18,Fri,11,6,8
DF1,RACIONA AGUA,DESTAQUE,x,2022,Feb,18,Fri,10,45,59
DF1,RACIONA AGUA,DESTAQUE,x,2022,Feb,18,Fri,11,6,26
DF1,RACIONA AGUA,x,IRB,2022,Feb,18,Fri,10,59,10
DF1,RECONSTROI EC59,DESTAQUE,x,2022,Feb,18,Fri,11,50,22
DF2,COVID INFECCAO CRIANCAS,GRAFICO,x,2022,Feb,18,Fri,17,48,54
DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,18,Fri,17,48,36
DF2,NOVO ENSINO MEDIO,ARTE,KLB,2022,Feb,18,Fri,16,57,3
DF2,NOVO ENSINO MEDIO,ARTE,KLB,2022,Feb,18,Fri,17,39,39
DF2,VACINAS,ARTE,KLB,2022,Feb,18,Fri,18,25,0
DF2,VACINAS,ARTE,KLB,2022,Feb,18,Fri,18,58,17
GE,CARILLE E CENI,ARTE,KMB,2022,Feb,18,Fri,11,27,38
GE,CARILLE E CENI,ARTE,KMB,2022,Feb,18,Fri,11,37,51
GE,CARILLE,x,KMB,2022,Feb,18,Fri,10,20,45
GE,PARALAXE 1,FOTO,AMB,2022,Feb,18,Fri,9,57,32
GE,PARALAXE 2,FOTO,AMB,2022,Feb,18,Fri,10,2,10
GE,SUPERCOPA DO BRASIL,ARTE,IRB,2022,Feb,18,Fri,10,35,36
GE,SUPERCOPA DO BRASIL,ARTE,IRB,2022,Feb,18,Fri,10,35,59
GNEWS,CENSO DA EDUCACAO,ARTE,x,2022,Feb,18,Fri,20,15,11
GNEWS,DE OLHO NO ORCAMENTO BY,ARTE,IRB,2022,Feb,18,Fri,12,52,40
GNEWS,DE OLHO NO ORCAMENTO BY,ARTE,IRB,2022,Feb,18,Fri,13,29,32
GNEWS,DOC URGENTE 2,DESTAQUE,x,2022,Feb,18,Fri,22,5,50
GNEWS,DOC URGENTE,DESTAQUE,x,2022,Feb,18,Fri,21,58,32
GNEWS,EM PAUTA BAHIA,MAPA,IRB,2022,Feb,18,Fri,17,26,51
GNEWS,EM PAUTA RIO,MAPA,IRB,2022,Feb,18,Fri,17,26,20
GNEWS,EM PAUTA RIO,MAPA,x,2022,Feb,18,Fri,21,0,0
GNEWS,EM PAUTA RIO,MAPA,x,2022,Feb,18,Fri,20,39,55
GNEWS,EM PAUTA SAO PAULO,x,x,2022,Feb,18,Fri,20,40,32
GNEWS,EM PAUTA SAO PAULO,x,x,2022,Feb,18,Fri,20,58,5
GNEWS,EQUIPE ECONOMICA,ARTE,x,2022,Feb,18,Fri,17,34,35
GNEWS,EQUIPE ECONOMICA,ARTE,x,2022,Feb,18,Fri,17,37,57
GNEWS,EQUIPE ECONOMICA,ARTE,x,2022,Feb,18,Fri,18,8,50
GNEWS,MUDANCAS,ARTE,x,2022,Feb,18,Fri,21,3,11
GNEWS,MUDANCAS,x,x,2022,Feb,18,Fri,21,24,10
GNEWS,NOTA FEBRASGO,DESTAQUE,x,2022,Feb,18,Fri,20,37,1
J10,JOGO ELEITORAL,x,x,2022,Feb,18,Fri,21,15,23
JG,CENSO EDUCACAO SUPERIOR,ARTE,x,2022,Feb,18,Fri,21,6,18
JH,PGR INQUERITO PF PG 24 PARTE 2,DESTAQUE,AMB,2022,Feb,18,Fri,11,27,46
JH,PGR INQUERITO PF PG 24,DESTAQUE,IRB,2022,Feb,18,Fri,11,24,12
