PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDBR,MAPA,MAPA,x,2022,Jan,13,Thu,22,44,15
BDBR,AUTOTESTE,ARTE,x,2022,Jan,13,Thu,22,48,11
BDDF,FEMINICIDIO,x,x,2022,Jan,13,Thu,0,33,24
BDDF,LEI,x,x,2022,Jan,13,Thu,21,22,38
BDDF,DENGUE,ARTE,x,2022,Jan,13,Thu,22,29,45
BDDF,DENGUE,ARTE,x,2022,Jan,13,Thu,21,59,52
BDDF,DENGUE,ARTE,x,2022,Jan,13,Thu,21,54,54
BDDF,DENGUE,ARTE,x,2022,Jan,13,Thu,22,23,46
BDDF,FATO OU FAKE,x,x,2022,Jan,13,Thu,5,15,8
BDDF,FATO OU FAKE,x,x,2022,Jan,13,Thu,5,15,25
BDDF,GOLPE PIX,DESTAQUE,x,2022,Jan,13,Thu,5,6,8
BDDF,GOLPE PIX,DESTAQUE,x,2022,Jan,13,Thu,5,9,46
BDDF,PAPA ENTULHO,MAPA,GVB,2022,Jan,13,Thu,18,21,39
BDDF,ROUBOS,x,PHB,2022,Jan,13,Thu,19,43,13
BDDF,TESTES DE COVID,x,x,2022,Jan,13,Thu,22,59,32
BDDF,TWITTER IBANEIS,x,x,2022,Jan,13,Thu,22,34,1
x,DECISAO PAULO OCTAVIO,DESTAQUE,x,2022,Jan,13,Thu,17,48,25
x,DECISAO PAULO OCTAVIO,DESTAQUE,x,2022,Jan,13,Thu,17,30,36
x,DECISAO PAULO OCTAVIO,DESTAQUE,x,2022,Jan,13,Thu,17,40,57
x,DECISAO PAULO OCTAVIO,DESTAQUE,x,2022,Jan,13,Thu,17,46,35
x,DECISAO PAULO OCTAVIO,DESTAQUE,x,2022,Jan,13,Thu,17,53,43
DF1,CANCELA SHOWS,ARTE,x,2022,Jan,13,Thu,11,12,57
DF1,FEMINICIDIO,ARTE,x,2022,Jan,13,Thu,10,40,59
DF1,FEMINICIDIO,MAPA,x,2022,Jan,13,Thu,11,51,1
DF1,MORRO DO SABAO,DESTAQUE,x,2022,Jan,13,Thu,10,28,12
DF1,MORRO DO SABAO,DESTAQUE,x,2022,Jan,13,Thu,10,16,10
DF1,MORRO DO SABAO,DESTAQUE,x,2022,Jan,13,Thu,10,7,55
DF1,MORRO DO SABAO,MAPA,KMB,2022,Jan,13,Thu,8,40,41
DF1,VACINACAO CRIANCAS,ARTE,KMB,2022,Jan,13,Thu,11,10,22
DF2,COVID,ARTE,x,2022,Jan,13,Thu,18,56,59
DF2,COVID,ARTE,x,2022,Jan,13,Thu,18,42,14
DF2,COVID,ARTE,x,2022,Jan,13,Thu,18,22,21
DF2,EMAIL EDUCACAO,x,x,2022,Jan,13,Thu,17,18,29
GNEWS,DESATQUE,x,PHB,2022,Jan,13,Thu,16,54,59
GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,13,Thu,20,13,51
GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,13,Thu,16,19,22
GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,13,Thu,16,54,45
GNEWS,TWITTER CIRO GOMES,x,x,2022,Jan,13,Thu,20,27,48
GNEWS,TWITTER CIRO GOMES,PASSEIO,x,2022,Jan,13,Thu,20,22,11
GNEWS,TWITTER FELIPE D'AVILA,x,x,2022,Jan,13,Thu,20,12,33
GNEWS,TWITTER JOAO DORIA,x,x,2022,Jan,13,Thu,20,18,2
H1,AUTOTESTE,ARTE,x,2022,Jan,13,Thu,21,54,28
J10,NOTA ANVISA,PASSEIO,x,2022,Jan,13,Thu,20,40,14
J10,NOTA TECNICA,DESTAQUE,x,2022,Jan,13,Thu,20,35,34
J10,TWITTER,x,x,2022,Jan,13,Thu,20,43,20
JG,AUTOTESTE,ARTE,x,2022,Jan,13,Thu,21,42,28
JG,AUTOTESTE,DESTAQUE,x,2022,Jan,13,Thu,22,4,41
JH,ORCAMENTO,DESTAQUE,x,2022,Jan,13,Thu,11,4,6
JH,ORCAMENTO,DESTAQUE,x,2022,Jan,13,Thu,12,51,31
JN,AUTOTESTE,ARTE,x,2022,Jan,13,Thu,20,23,21
JN,AUTOTESTE,DESTAQUE,x,2022,Jan,13,Thu,20,14,39
JN,AUTOTESTE,DESTAQUE,x,2022,Jan,13,Thu,20,14,49
JN,AUTOTESTE,DESTAQUE,x,2022,Jan,13,Thu,20,14,32
