PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDBR,DEST,x,WMB,2022,Jan,11,Tue,21,42,27
BDBR,TEMPO ISOLAMENTO,x,x,2022,Jan,11,Tue,0,8,29
BDBR,TEMPO ISOLAMENTO,x,x,2022,Jan,11,Tue,0,15,27
BDDF,ARTE COMBUSTIVEIS,ARTE,x,2022,Jan,11,Tue,22,1,15
BDDF,INSEGURANCA,GRAFICO,x,2022,Jan,11,Tue,11,2,31
BDDF,MAIS ALVARAS,ARTE,x,2022,Jan,11,Tue,21,41,35
BDDF,MENSAGEM ZAP,x,x,2022,Jan,11,Tue,21,52,43
BDDF,NOTA CREA,x,x,2022,Jan,11,Tue,1,4,0
BDDF,ONDE MAIS CHOVEU,TELA,x,2022,Jan,11,Tue,5,14,7
BDDF,PERSONAGENS SEM TESTE,x,x,2022,Jan,11,Tue,0,51,33
BDDF,SELO COVID,x,x,2022,Jan,11,Tue,5,6,26
BDDF,VILOES DA INFLACAO,x,x,2022,Jan,11,Tue,22,25,50
DF1,COVID ESCOLAS,DESTAQUE,x,2022,Jan,11,Tue,11,25,51
DF1,COVID ESCOLAS,DESTAQUE,x,2022,Jan,11,Tue,11,39,15
DF1,DENGUE,ARTE,x,2022,Jan,11,Tue,11,35,21
DF1,DENGUE,ARTE,x,2022,Jan,11,Tue,11,42,0
DF1,DENGUE,GRAFICO,x,2022,Jan,11,Tue,9,32,44
DF1,ESTRADAS,GRAFICO,KMB,2022,Jan,11,Tue,9,52,30
DF1,INSEGURANCA,GRAFICO,x,2022,Jan,11,Tue,11,3,17
DF1,MAPA DENGUE,MAPA,x,2022,Jan,11,Tue,9,14,42
DF1,MAPA DENGUE,MAPA,x,2022,Jan,11,Tue,9,29,57
DF1,MEDIA MOVEL,x,x,2022,Jan,11,Tue,11,29,23
DF1,MEDIA MOVEL,x,x,2022,Jan,11,Tue,11,26,50
DF1,NO FIM DAS CONTAS,ARTE,x,2022,Jan,11,Tue,11,3,21
DF1,NO FIM DAS CONTAS,ARTE,x,2022,Jan,11,Tue,11,2,16
DF1,PRAZO INSS,TELA,x,2022,Jan,11,Tue,6,55,23
DF1,PRAZO INSS,TELA,x,2022,Jan,11,Tue,7,22,6
DF1,PRAZO INSS,TELA,x,2022,Jan,11,Tue,6,55,42
DF1,PRAZO INSS,TELA,x,2022,Jan,11,Tue,7,22,24
DF1,TELA,TELA,x,2022,Jan,11,Tue,8,1,28
DF2,CHUVAS MAPA AREA DE RISCO,MAPA,x,2022,Jan,11,Tue,18,6,9
DF2,CHUVAS NO DF,ARTE,x,2022,Jan,11,Tue,17,37,45
DF2,COVID,DESTAQUE,GVB,2022,Jan,11,Tue,17,38,16
DF2,INDICE TRANSMISSÃO,GRAFICO,GVB,2022,Jan,11,Tue,18,58,23
DF2,MAIS ALVARAS,ARTE,GVB,2022,Jan,11,Tue,17,37,41
GE,ENDRICK OLE,DESTAQUE,x,2022,Jan,11,Tue,10,27,1
GE,ENDRICK SPORT,DESTAQUE,x,2022,Jan,11,Tue,10,27,56
GE,ENDRIK SA,DESTAQUE,x,2022,Jan,11,Tue,10,28,16
GNEWS,CARTA BANCO CENTRAL,TELA,x,2022,Jan,11,Tue,21,34,16
GNEWS,ARTE,ARTE,PHB,2022,Jan,11,Tue,17,39,14
GNEWS,ARTE,ARTE,PHB,2022,Jan,11,Tue,17,24,8
GNEWS,COVID,ARTE,PHB,2022,Jan,11,Tue,14,43,14
GNEWS,COVID,ARTE,WMB,2022,Jan,11,Tue,21,24,16
GNEWS,COVID,ARTE,WMB,2022,Jan,11,Tue,21,43,42
GNEWS,COVID,MAPA,PHB,2022,Jan,11,Tue,16,4,47
GNEWS,COVID,MAPA,PHB,2022,Jan,11,Tue,16,7,50
GNEWS,DESTAQUE,DESTAQUE,x,2022,Jan,11,Tue,20,53,42
GNEWS,DESTAQUE,DESTAQUE,x,2022,Jan,11,Tue,20,55,54
GNEWS,DESTAQUE,DESTAQUE,x,2022,Jan,11,Tue,21,1,48
GNEWS,INFLACAO IR,ARTE,x,2022,Jan,11,Tue,15,30,35
GNEWS,INPC APOSENTA,x,x,2022,Jan,11,Tue,20,52,4
GNEWS,INPC APOSENTA,x,x,2022,Jan,11,Tue,21,36,34
GNEWS,VACINA CRIANCAS,MAPA,KMB,2022,Jan,11,Tue,14,18,5
GNEWS,VACINA CRIANCAS,MAPA,PHB,2022,Jan,11,Tue,16,55,37
H1,-,x,x,2022,Jan,11,Tue,23,14,57
JG,Regularizacao,x,x,2022,Jan,11,Tue,23,12,58
JG,novo,x,x,2022,Jan,11,Tue,23,28,20
JH,COVID INDIOS,ARTE,x,2022,Jan,11,Tue,11,18,30
JH,COVID INDIOS,DESTAQUE,x,2022,Jan,11,Tue,11,28,17
JH,COVID INDIOS,DESTAQUE,x,2022,Jan,11,Tue,11,37,51
JH,COVID INDIOS,MAPA,x,2022,Jan,11,Tue,11,38,34
JH,COVID INDIOS,MAPA,x,2022,Jan,11,Tue,11,43,43
JH,COVID INDIOS,DESTAQUE,x,2022,Jan,11,Tue,11,21,47
JH,VACINA CRIANCAS,x,KMB,2022,Jan,11,Tue,13,2,3
JH,VACINA CRIANCAS,x,KMB,2022,Jan,11,Tue,13,3,35
JN,INPC APOSENTADORIA,x,WMB,2022,Jan,11,Tue,19,54,44
